131.2161145210266, 201.0, 15.0
196.54768204689026, 199.3, 14.5
261.89081621170044, 196.1, 14.0
327.03084111213684, 192.3, 13.5
391.97427892684937, 186.2, 13.0
457.1287097930908, 180.1, 12.5
463.33080220222473, -100.0, 12.5
524.4697635173798, 178.3, 12.5
589.2104027271271, 179.7, 12.5
654.1575255393982, 180.6, 12.5
719.3023982048035, 177.7, 12.5
784.2472603321075, 182.8, 12.5
849.3928685188293, 180.2, 12.5
914.74480676651, 182.0, 12.5
920.9610044956207, -100.0, 12.5
982.4859809875488, 184.7, 12.5
1047.8277451992035, 187.6, 12.0
1112.970621585846, 188.5, 11.5
1178.312139749527, 188.6, 11.0
1243.2525608539581, 184.8, 10.5
1308.1934401988983, 183.4, 10.0
1373.5461361408234, 182.8, 9.5
1438.679815530777, 179.8, 9.5
1503.8238778114319, 178.8, 9.5
1510.0260059833527, -100.0, 9.5
1571.3610122203827, 184.0, 9.5
1636.7024595737457, 180.3, 9.0
1701.85715842247, 185.8, 9.0
1766.9971957206726, 181.2, 8.5
1832.346969127655, 184.5, 8.5
1897.2898933887482, 174.8, 8.0
1962.6383011341095, 179.3, 8.5
2027.7833018302917, 177.7, 8.5
2092.9241881370544, 185.6, 8.5
2158.0683352947235, 178.7, 8.0
2223.2160453796387, 177.7, 8.0
2288.3601944446564, 180.4, 8.0
2353.502714395523, 177.9, 8.0
2418.648539543152, 176.8, 8.0
2483.789072036743, 181.6, 8.5
2549.1373751163483, 186.2, 8.5
2614.2791476249695, 178.6, 8.0
2679.4265422821045, 179.6, 8.0
2744.766659975052, 185.3, 8.0
2750.9851076602936, -100.0, 7.5
2812.3073122501373, 175.1, 7.5
2877.4505302906036, 182.0, 8.0
2942.5942873954773, 184.9, 8.0
3007.941304206848, 181.0, 7.5
3073.081220626831, 178.2, 7.5
3138.225790977478, 182.1, 7.5
3203.5688145160675, 181.0, 7.5
3268.711189508438, 180.8, 7.5
3333.857698202133, 180.8, 7.5
3399.002639055252, 176.2, 7.5
3464.146112680435, 185.1, 8.0
3529.4903202056885, 178.6, 7.5
3594.633950471878, 182.9, 7.5
3659.5801236629486, 181.7, 7.5
3724.5210189819336, 182.8, 7.5
3789.6612269878387, 181.1, 7.5
3854.804338693619, 185.9, 7.5
3861.0110688209534, -100.0, 7.0
3922.1491827964783, 180.0, 7.0
3987.498106241226, 179.9, 7.0
4052.6410682201385, 175.3, 7.0
4117.983253479004, 174.4, 7.5
4183.129812240601, 177.7, 8.0
4248.471645593643, 175.9, 8.0
4313.409681081772, 178.6, 8.5
4378.547516107559, 185.8, 8.5
4443.487310886383, 188.0, 8.0
4508.828260183334, 183.0, 7.5
4573.764495849609, 183.9, 7.5
4638.7090520858765, 182.8, 7.0
4704.058148384094, 182.5, 7.0
4769.196079730988, 175.5, 7.0
4834.337816953659, 180.7, 7.5
4899.477974891663, 181.7, 7.5
4964.621208429337, 182.6, 7.5
5029.96147942543, 181.2, 7.5
5095.102010965347, 184.1, 7.5
5160.253091096878, 185.6, 7.0
5225.185605287552, 176.0, 6.5
5290.334403514862, 175.6, 7.0
5355.685318946838, 183.9, 7.5
5420.621771097183, 183.1, 7.0
5485.56964302063, 180.2, 6.5
5550.71298122406, 177.7, 6.5
5615.849604129791, 183.0, 6.5
5681.194312810898, 178.6, 6.5
5746.541103839874, 183.5, 6.5
5811.481284618378, 186.0, 6.0
5876.820308446884, 175.6, 5.5
5941.966003894806, 181.9, 6.0
6007.103106975555, 175.8, 6.0
6072.245716094971, 177.5, 6.5
6137.189945697784, 179.6, 6.5
6202.339707612991, 179.1, 6.5
6267.484973907471, 184.7, 6.5
6332.624627590179, 81.6, 6.0
6397.9693813323975, 171.8, 6.5
6404.189045667648, -100.0, 7.0
6406.590213775635, -100.0, 7.0
6468.112741231918, 181.2, 7.0
